State,Cong District,Election,1st pref,2nd pref,3rd pref,4th pref,5th pref,Votes Cast
ME,2,2018,R,H,B,B,B,1
ME,2,2018,R,H,B,B,D,5
ME,2,2018,R,H,B,B,H,1
ME,2,2018,R,H,B,B,U,44
ME,2,2018,R,H,B,D,D,66
ME,2,2018,R,H,B,D,R,7
ME,2,2018,R,H,B,D,U,9344
ME,2,2018,R,H,B,H,B,1
ME,2,2018,R,H,B,H,D,4
ME,2,2018,R,H,B,H,R,2
ME,2,2018,R,H,B,H,U,60
ME,2,2018,R,H,B,O,D,1
ME,2,2018,R,H,B,O,U,18
ME,2,2018,R,H,B,R,B,2
ME,2,2018,R,H,B,R,D,8
ME,2,2018,R,H,B,R,H,2
ME,2,2018,R,H,B,R,R,14
ME,2,2018,R,H,B,R,U,7
ME,2,2018,R,H,B,U,B,2
ME,2,2018,R,H,B,U,D,1052
ME,2,2018,R,H,B,U,H,1
ME,2,2018,R,H,B,U,O,3
ME,2,2018,R,H,B,U,R,4
ME,2,2018,R,H,B,U,U,2491
ME,2,2018,R,H,D,B,B,12
ME,2,2018,R,H,D,B,D,9
ME,2,2018,R,H,D,B,H,3
ME,2,2018,R,H,D,B,R,4
ME,2,2018,R,H,D,B,U,1734
ME,2,2018,R,H,D,D,B,2
ME,2,2018,R,H,D,D,D,2
ME,2,2018,R,H,D,D,U,30
ME,2,2018,R,H,D,H,B,1
ME,2,2018,R,H,D,H,R,2
ME,2,2018,R,H,D,H,U,2
ME,2,2018,R,H,D,O,B,1
ME,2,2018,R,H,D,O,U,3
ME,2,2018,R,H,D,R,D,1
ME,2,2018,R,H,D,U,B,39
ME,2,2018,R,H,D,U,D,5
ME,2,2018,R,H,D,U,U,212
ME,2,2018,R,H,H,B,D,2
ME,2,2018,R,H,H,B,U,2
ME,2,2018,R,H,H,D,B,1
ME,2,2018,R,H,H,D,U,5
ME,2,2018,R,H,H,H,B,1
ME,2,2018,R,H,H,H,H,2
ME,2,2018,R,H,H,H,U,4
ME,2,2018,R,H,H,R,R,2
ME,2,2018,R,H,H,U,D,1
ME,2,2018,R,H,H,U,U,8
ME,2,2018,R,H,O,B,U,3
ME,2,2018,R,H,O,D,U,16
ME,2,2018,R,H,O,O,D,1
ME,2,2018,R,H,O,U,D,6
ME,2,2018,R,H,O,U,U,15
ME,2,2018,R,H,R,B,D,2
ME,2,2018,R,H,R,B,R,2
ME,2,2018,R,H,R,D,B,2
ME,2,2018,R,H,R,D,U,2
ME,2,2018,R,H,R,H,H,1
ME,2,2018,R,H,R,H,R,5
ME,2,2018,R,H,R,R,H,1
ME,2,2018,R,H,R,R,R,13
ME,2,2018,R,H,R,R,U,2
ME,2,2018,R,H,R,U,B,1
ME,2,2018,R,H,R,U,D,1
ME,2,2018,R,H,R,U,U,7
ME,2,2018,R,H,U,B,B,2
ME,2,2018,R,H,U,B,D,228
ME,2,2018,R,H,U,B,U,11
ME,2,2018,R,H,U,D,B,44
ME,2,2018,R,H,U,D,D,5
ME,2,2018,R,H,U,D,O,1
ME,2,2018,R,H,U,D,U,10
ME,2,2018,R,H,U,O,B,1
ME,2,2018,R,H,U,O,U,1
ME,2,2018,R,H,U,U,B,2
ME,2,2018,R,H,U,U,D,17
ME,2,2018,R,H,U,U,O,8
ME,2,2018,R,H,U,U,R,1
ME,2,2018,R,H,U,U,U,2632
ME,2,2018,R,O,B,D,R,1
ME,2,2018,R,O,B,D,U,19
ME,2,2018,R,O,B,H,U,1
ME,2,2018,R,O,B,O,R,1
ME,2,2018,R,O,B,U,D,2
ME,2,2018,R,O,B,U,U,6
ME,2,2018,R,O,D,B,U,6
ME,2,2018,R,O,D,D,U,1
ME,2,2018,R,O,D,H,U,3
ME,2,2018,R,O,D,U,U,6
ME,2,2018,R,O,H,B,U,8
ME,2,2018,R,O,H,D,U,19
ME,2,2018,R,O,H,U,D,4
ME,2,2018,R,O,H,U,U,4
ME,2,2018,R,O,O,O,O,3
ME,2,2018,R,O,O,R,O,1
ME,2,2018,R,O,O,U,U,2
ME,2,2018,R,O,R,O,O,1
ME,2,2018,R,O,R,O,R,1
ME,2,2018,R,O,R,R,R,2
ME,2,2018,R,O,R,R,U,1
ME,2,2018,R,O,U,B,D,1
ME,2,2018,R,O,U,B,U,2
ME,2,2018,R,O,U,D,D,1
ME,2,2018,R,O,U,D,U,4
ME,2,2018,R,O,U,H,D,1
ME,2,2018,R,O,U,U,D,3
ME,2,2018,R,O,U,U,U,22
ME,2,2018,R,R,B,B,B,9
ME,2,2018,R,R,B,B,U,1
ME,2,2018,R,R,B,D,D,1
ME,2,2018,R,R,B,D,H,1
ME,2,2018,R,R,B,D,R,1
ME,2,2018,R,R,B,D,U,7
ME,2,2018,R,R,B,H,D,10
ME,2,2018,R,R,B,H,R,1
ME,2,2018,R,R,B,H,U,5
ME,2,2018,R,R,B,R,B,1
ME,2,2018,R,R,B,R,R,4
ME,2,2018,R,R,B,R,U,1
ME,2,2018,R,R,B,U,D,3
ME,2,2018,R,R,B,U,U,13
ME,2,2018,R,R,D,B,R,1
ME,2,2018,R,R,D,D,B,1
ME,2,2018,R,R,D,D,R,3
ME,2,2018,R,R,D,H,H,1
ME,2,2018,R,R,D,H,O,1
ME,2,2018,R,R,D,H,U,1
ME,2,2018,R,R,D,R,D,1
ME,2,2018,R,R,D,U,U,1
ME,2,2018,R,R,H,B,B,2
ME,2,2018,R,R,H,B,D,9
ME,2,2018,R,R,H,B,U,2
ME,2,2018,R,R,H,D,B,3
ME,2,2018,R,R,H,D,U,5
ME,2,2018,R,R,H,H,B,2
ME,2,2018,R,R,H,H,H,2
ME,2,2018,R,R,H,R,D,1
ME,2,2018,R,R,H,R,R,3
ME,2,2018,R,R,H,U,U,9
ME,2,2018,R,R,R,B,B,5
ME,2,2018,R,R,R,B,H,1
ME,2,2018,R,R,R,B,U,1
ME,2,2018,R,R,R,D,B,2
ME,2,2018,R,R,R,D,D,6
ME,2,2018,R,R,R,D,U,2
ME,2,2018,R,R,R,H,B,5
ME,2,2018,R,R,R,H,H,8
ME,2,2018,R,R,R,H,U,3
ME,2,2018,R,R,R,O,R,1
ME,2,2018,R,R,R,R,B,9
ME,2,2018,R,R,R,R,D,11
ME,2,2018,R,R,R,R,H,4
ME,2,2018,R,R,R,R,O,1
ME,2,2018,R,R,R,R,R,5299
ME,2,2018,R,R,R,R,U,240
ME,2,2018,R,R,R,U,R,3
ME,2,2018,R,R,R,U,U,144
ME,2,2018,R,R,U,D,U,1
ME,2,2018,R,R,U,H,B,1
ME,2,2018,R,R,U,R,R,3
ME,2,2018,R,R,U,R,U,1
ME,2,2018,R,R,U,U,D,1
ME,2,2018,R,R,U,U,H,2
ME,2,2018,R,R,U,U,R,1
ME,2,2018,R,R,U,U,U,370
ME,2,2018,R,U,B,B,U,5
ME,2,2018,R,U,B,D,D,5
ME,2,2018,R,U,B,D,H,54
ME,2,2018,R,U,B,D,U,14
ME,2,2018,R,U,B,H,D,394
ME,2,2018,R,U,B,H,H,1
ME,2,2018,R,U,B,H,O,1
ME,2,2018,R,U,B,H,U,8
ME,2,2018,R,U,B,O,D,2
ME,2,2018,R,U,B,O,U,2
ME,2,2018,R,U,B,U,D,9
ME,2,2018,R,U,B,U,H,3
ME,2,2018,R,U,B,U,O,3
ME,2,2018,R,U,B,U,U,25
ME,2,2018,R,U,D,B,D,5
ME,2,2018,R,U,D,B,H,28
ME,2,2018,R,U,D,B,U,8
ME,2,2018,R,U,D,D,H,1
ME,2,2018,R,U,D,D,U,1
ME,2,2018,R,U,D,H,B,23
ME,2,2018,R,U,D,H,D,2
ME,2,2018,R,U,D,H,R,1
ME,2,2018,R,U,D,H,U,2
ME,2,2018,R,U,D,O,D,1
ME,2,2018,R,U,D,O,U,1
ME,2,2018,R,U,D,U,B,1
ME,2,2018,R,U,D,U,U,21
ME,2,2018,R,U,H,B,B,3
ME,2,2018,R,U,H,B,D,854
ME,2,2018,R,U,H,B,O,5
ME,2,2018,R,U,H,B,U,22
ME,2,2018,R,U,H,D,B,122
ME,2,2018,R,U,H,D,D,5
ME,2,2018,R,U,H,D,O,1
ME,2,2018,R,U,H,D,U,7
ME,2,2018,R,U,H,H,U,2
ME,2,2018,R,U,H,O,D,2
ME,2,2018,R,U,H,R,R,1
ME,2,2018,R,U,H,U,B,4
ME,2,2018,R,U,H,U,D,7
ME,2,2018,R,U,H,U,O,2
ME,2,2018,R,U,H,U,U,26
ME,2,2018,R,U,O,B,D,4
ME,2,2018,R,U,O,B,H,1
ME,2,2018,R,U,O,B,U,2
ME,2,2018,R,U,O,D,U,5
ME,2,2018,R,U,O,H,D,2
ME,2,2018,R,U,O,O,B,1
ME,2,2018,R,U,O,U,D,2
ME,2,2018,R,U,O,U,U,4
ME,2,2018,R,U,R,B,D,8
ME,2,2018,R,U,R,B,H,1
ME,2,2018,R,U,R,B,U,1
ME,2,2018,R,U,R,H,B,1
ME,2,2018,R,U,R,H,D,1
ME,2,2018,R,U,R,R,B,1
ME,2,2018,R,U,R,R,R,11
ME,2,2018,R,U,R,R,U,1
ME,2,2018,R,U,R,U,B,1
ME,2,2018,R,U,R,U,R,1
ME,2,2018,R,U,R,U,U,6
ME,2,2018,R,U,U,B,D,29
ME,2,2018,R,U,U,B,H,4
ME,2,2018,R,U,U,B,O,12
ME,2,2018,R,U,U,B,U,5
ME,2,2018,R,U,U,D,B,7
ME,2,2018,R,U,U,D,D,2
ME,2,2018,R,U,U,D,H,2
ME,2,2018,R,U,U,D,O,5
ME,2,2018,R,U,U,D,U,77
ME,2,2018,R,U,U,H,B,8
ME,2,2018,R,U,U,H,D,16
ME,2,2018,R,U,U,H,O,11
ME,2,2018,R,U,U,H,U,5
ME,2,2018,R,U,U,O,B,2
ME,2,2018,R,U,U,O,D,18
ME,2,2018,R,U,U,O,H,1
ME,2,2018,R,U,U,O,O,1
ME,2,2018,R,U,U,O,U,7
ME,2,2018,R,U,U,R,B,1
ME,2,2018,R,U,U,R,R,3
ME,2,2018,R,U,U,R,U,4
ME,2,2018,R,U,U,U,B,18
ME,2,2018,R,U,U,U,D,355
ME,2,2018,R,U,U,U,H,11
ME,2,2018,R,U,U,U,O,249
ME,2,2018,R,U,U,U,R,7
ME,2,2018,R,U,U,U,U,83022
ME,2,2018,U,B,B,H,D,1
ME,2,2018,U,B,B,U,U,2
ME,2,2018,U,B,D,D,U,1
ME,2,2018,U,B,D,H,R,11
ME,2,2018,U,B,D,H,U,5
ME,2,2018,U,B,D,R,H,1
ME,2,2018,U,B,D,R,U,1
ME,2,2018,U,B,D,U,U,2
ME,2,2018,U,B,H,B,R,1
ME,2,2018,U,B,H,D,R,9
ME,2,2018,U,B,H,D,U,15
ME,2,2018,U,B,H,R,D,8
ME,2,2018,U,B,H,R,U,1
ME,2,2018,U,B,H,U,D,1
ME,2,2018,U,B,H,U,O,3
ME,2,2018,U,B,H,U,R,1
ME,2,2018,U,B,H,U,U,10
ME,2,2018,U,B,O,R,U,1
ME,2,2018,U,B,R,D,U,1
ME,2,2018,U,B,R,H,D,6
ME,2,2018,U,B,R,H,U,1
ME,2,2018,U,B,R,O,U,1
ME,2,2018,U,B,R,U,D,1
ME,2,2018,U,B,U,H,O,1
ME,2,2018,U,B,U,H,U,1
ME,2,2018,U,B,U,R,D,1
ME,2,2018,U,B,U,R,U,1
ME,2,2018,U,B,U,U,D,1
ME,2,2018,U,B,U,U,R,1
ME,2,2018,U,B,U,U,U,47
ME,2,2018,U,D,B,D,R,1
ME,2,2018,U,D,B,H,R,9
ME,2,2018,U,D,B,H,U,8
ME,2,2018,U,D,B,R,H,1
ME,2,2018,U,D,B,R,U,2
ME,2,2018,U,D,B,U,U,2
ME,2,2018,U,D,D,D,D,1
ME,2,2018,U,D,H,B,R,6
ME,2,2018,U,D,H,B,U,7
ME,2,2018,U,D,H,R,B,1
ME,2,2018,U,D,H,R,U,4
ME,2,2018,U,D,H,U,D,1
ME,2,2018,U,D,H,U,R,2
ME,2,2018,U,D,H,U,U,4
ME,2,2018,U,D,O,B,U,1
ME,2,2018,U,D,O,U,U,1
ME,2,2018,U,D,R,B,H,1
ME,2,2018,U,D,R,H,B,2
ME,2,2018,U,D,R,U,U,3
ME,2,2018,U,D,U,R,U,2
ME,2,2018,U,D,U,U,O,1
ME,2,2018,U,D,U,U,R,3
ME,2,2018,U,D,U,U,U,128
ME,2,2018,U,H,B,D,R,7
ME,2,2018,U,H,B,D,U,8
ME,2,2018,U,H,B,R,D,6
ME,2,2018,U,H,B,R,U,1
ME,2,2018,U,H,B,U,D,4
ME,2,2018,U,H,B,U,U,10
ME,2,2018,U,H,D,B,R,4
ME,2,2018,U,H,D,B,U,3
ME,2,2018,U,H,D,R,U,1
ME,2,2018,U,H,D,U,R,1
ME,2,2018,U,H,D,U,U,1
ME,2,2018,U,H,H,B,U,1
ME,2,2018,U,H,O,D,U,3
ME,2,2018,U,H,O,U,U,1
ME,2,2018,U,H,R,B,D,1
ME,2,2018,U,H,R,B,U,1
ME,2,2018,U,H,R,D,B,1
ME,2,2018,U,H,R,D,U,1
ME,2,2018,U,H,R,U,U,2
ME,2,2018,U,H,U,D,R,1
ME,2,2018,U,H,U,H,U,1
ME,2,2018,U,H,U,O,U,1
ME,2,2018,U,H,U,R,O,1
ME,2,2018,U,H,U,R,U,1
ME,2,2018,U,H,U,U,U,31
ME,2,2018,U,O,D,U,U,1
ME,2,2018,U,O,H,D,U,1
ME,2,2018,U,O,H,R,U,1
ME,2,2018,U,O,H,U,U,1
ME,2,2018,U,O,O,U,U,1
ME,2,2018,U,O,R,U,D,1
ME,2,2018,U,O,U,D,R,1
ME,2,2018,U,O,U,U,U,4
ME,2,2018,U,R,B,D,H,3
ME,2,2018,U,R,B,D,R,1
ME,2,2018,U,R,B,D,U,5
ME,2,2018,U,R,B,H,D,4
ME,2,2018,U,R,B,H,U,2
ME,2,2018,U,R,B,U,U,3
ME,2,2018,U,R,D,B,H,6
ME,2,2018,U,R,D,B,U,4
ME,2,2018,U,R,D,H,B,6
ME,2,2018,U,R,D,O,U,1
ME,2,2018,U,R,D,U,U,6
ME,2,2018,U,R,H,B,D,18
ME,2,2018,U,R,H,B,U,2
ME,2,2018,U,R,H,D,B,7
ME,2,2018,U,R,H,D,O,1
ME,2,2018,U,R,H,D,U,2
ME,2,2018,U,R,H,U,U,2
ME,2,2018,U,R,O,D,U,1
ME,2,2018,U,R,O,U,H,1
ME,2,2018,U,R,R,R,U,1
ME,2,2018,U,R,R,U,U,1
ME,2,2018,U,R,U,B,D,1
ME,2,2018,U,R,U,B,O,1
ME,2,2018,U,R,U,D,U,1
ME,2,2018,U,R,U,R,U,1
ME,2,2018,U,R,U,U,D,1
ME,2,2018,U,R,U,U,U,109
ME,2,2018,U,U,B,D,O,1
ME,2,2018,U,U,B,R,D,3
ME,2,2018,U,U,B,U,U,9
ME,2,2018,U,U,D,B,R,1
ME,2,2018,U,U,D,B,U,1
ME,2,2018,U,U,D,H,R,1
ME,2,2018,U,U,D,O,R,1
ME,2,2018,U,U,D,O,U,1
ME,2,2018,U,U,D,R,U,1
ME,2,2018,U,U,D,U,O,1
ME,2,2018,U,U,D,U,R,1
ME,2,2018,U,U,D,U,U,20
ME,2,2018,U,U,H,B,D,6
ME,2,2018,U,U,H,D,O,2
ME,2,2018,U,U,H,D,U,1
ME,2,2018,U,U,H,R,U,3
ME,2,2018,U,U,H,U,R,1
ME,2,2018,U,U,H,U,U,11
ME,2,2018,U,U,O,D,U,1
ME,2,2018,U,U,O,H,U,1
ME,2,2018,U,U,O,U,O,1
ME,2,2018,U,U,O,U,U,1
ME,2,2018,U,U,R,D,U,1
ME,2,2018,U,U,R,R,U,2
ME,2,2018,U,U,R,U,U,20
ME,2,2018,U,U,U,B,D,2
ME,2,2018,U,U,U,B,H,1
ME,2,2018,U,U,U,B,O,1
ME,2,2018,U,U,U,B,U,5
ME,2,2018,U,U,U,D,R,9
ME,2,2018,U,U,U,D,U,7
ME,2,2018,U,U,U,H,O,2
ME,2,2018,U,U,U,H,U,6
ME,2,2018,U,U,U,O,H,1
ME,2,2018,U,U,U,O,R,1
ME,2,2018,U,U,U,O,U,1
ME,2,2018,U,U,U,R,D,4
ME,2,2018,U,U,U,R,O,1
ME,2,2018,U,U,U,R,U,39
ME,2,2018,U,U,U,U,B,7
ME,2,2018,U,U,U,U,D,34
ME,2,2018,U,U,U,U,H,10
ME,2,2018,U,U,U,U,O,20
ME,2,2018,U,U,U,U,R,64
ME,2,2018,U,U,U,U,U,5711
